Unnamed: 0,ID,Name,Alias,Gender,Hair Color,Love Rank,Hate Rank,Eye color,Birthday,Blood Type,Tags,Love Count,Hate Count,Description,url,Counts,MAL_ID
2069,2069,Yasuhiro HAGAKURE,Ultimate Clairvoyant,Male,Brown,2.451,1.33,Brown,July 25,Unknown,"Adults, Anti-Gravity Hair, Fortune Tellers, High School Students",978,347,Unknown,https://www.anime-planet.com/characters/yasuhiro-hagakure,1325.0,
6653,6654,Grisha JAEGER,Unknown,Male,Brown,3.365,668.0,Green,January 26,Unknown,"Adults, Doctors, Facial Hair, Glasses",726,597,Unknown,https://www.anime-planet.com/characters/grisha-jaeger,1323.0,
3179,3179,Megumi YAMAMOTO,Unknown,Female,Brown,1.846,11.142,Brown,February 14,AB,"High School Students, Teenagers, Twins, Wealthy",1281,41,Unknown,https://www.anime-planet.com/characters/megumi-yamamoto,1322.0,3470.0
1704,1704,Kakeru NARUSE,Unknown,Male,Black,1.958,4.701,Unknown,Unknown,Unknown,"Teenagers, High School Students, Transfer Students",1211,111,Unknown,https://www.anime-planet.com/characters/kakeru-naruse,1322.0,32729.0
966,966,Byro,Unknown,Male,White,20.893,262.0,Unknown,Unknown,Unknown,Elderly,73,1249,Unknown,https://www.anime-planet.com/characters/byro,1322.0,6702.0
6516,6517,Jet,Sarusuke,Male,Brown,2.492,1.267,Black,Unknown,Unknown,"Hats, Magic Users",964,358,Unknown,https://www.anime-planet.com/characters/jet-fairy-tail,1322.0,6702.0
2808,2808,Louis,Rouis,Male,Brown,2.152,2.298,Brown,March 29,A,"Actors, Animals, Anthropomorphic, Charismatic, Deer, Teenagers",1105,216,Unknown,https://www.anime-planet.com/characters/louis-beastars,1321.0,39195.0
4663,4663,Yotsuba NAKANO,Unknown,Female,Orange,1.87,8.794,Blue,May 5,A,"Airheads, Hair Ribbons, Headbands, High School Students, Teenagers, Transfer Students, Wealthy",1265,56,Unknown,https://www.anime-planet.com/characters/yotsuba-nakano,1321.0,
9289,9290,Nozomi TOUJOU,Unknown,Female,Purple,1.852,10.618,Unknown,Unknown,Unknown,"Fortune Tellers, High School Students, Idols, Kansai Dialect, Mischievous, Pigtails, Rosy Cheeks, Shrine Maidens, Student Council, Teenagers",1277,44,Unknown,https://www.anime-planet.com/characters/nozomi-toujou,1321.0,41319.0
8718,8719,Yutaka KOBAYAKAWA,Yu,Female,Pink,1.871,8.541,Green,December 20,O,"High School Students, Pigtails, Sickly, Teenagers",1263,57,"Yui 's younger sister is even shorter than Konata and sickly. Her general helplessness inspires her to be kind, courteous, and respectful as she frequently relies on the assistance of others. Her ignorance of worldly matters makes it easy for her to look up to even the most dubious of role models- her older sister Yui, and Konata included.",https://www.anime-planet.com/characters/yutaka-kobayakawa,1320.0,
