Unnamed: 0,ID,Name,Alias,Gender,Hair Color,Love Rank,Hate Rank,Eye color,Birthday,Blood Type,Tags,Love Count,Hate Count,Description,url,Counts,MAL_ID
3873,3873,Chisa KOTEGAWA,Unknown,Female,Brown,3.735,15.537,Unknown,Unknown,Unknown,University Students,657,27,Unknown,https://www.anime-planet.com/characters/chisa-kotegawa,684.0,37105.0
4991,4991,Kuroha Diana SHIRATORI,Unknown,Female,Blue,5.133,2.31,Unknown,Unknown,Unknown,"Adults, Sadistic, Femme Fatale",470,214,"The female president of a foreign modeling agency by day, Kuroha shows a very different side of herself by night.",https://www.anime-planet.com/characters/kuroha-diana-shiratori,684.0,
1579,1579,Kagome RIRIKO,Unknown,Female,Brown,6.477,1.431,Unknown,Unknown,Unknown,"Human Guise, Teachers, Monsters, Moles, Glasses",360,324,Unknown,https://www.anime-planet.com/characters/kagome-ririko,684.0,
7770,7771,Kairi SANJOU,Unknown,Male,Green,4.354,4.23,Blue,"June 12, 1996",Unknown,"Children, Elementary School Students, Glasses, Student Council",562,122,Unknown,https://www.anime-planet.com/characters/kairi-sanjou,684.0,2923.0
21184,21186,Serenia Iori FLAMEHEART,Drills,Female,Blonde,4.334,4.347,Unknown,Unknown,Unknown,"Wealthy, Tsundere, Teenagers, Rosy Cheeks, Rapunzel Hair, Pigtails, Ojou-sama, Nobility, Hot-Headed, High School Students, Hair Ribbons, Hair Drills, Hair Antenna, Big Ego",564,119,"With more pride than any three sovereigns, Serenia believes herself to be the most beautiful, distinguished, and intelligent student at the school regardless of what the exams say. While she does harbor some insecurities and a powerful sense of propriety, she can easily overcome both if challenged directly. She harbors a fierce rivalry with Tomomi dating back to middle school.",https://www.anime-planet.com/characters/serenia-iori-flameheart,683.0,
11773,11775,Dolcetto,Unknown,Male,Black,5.06,2.424,Green,Unknown,Unknown,"Sword Fighters, Superpowers, Adults",477,206,Unknown,https://www.anime-planet.com/characters/dolcetto,683.0,121.0
8029,8030,Yoshiharu SAGARA,Unknown,Male,Brown,3.709,17.805,Unknown,Unknown,Unknown,"Person in a Strange World, Teenagers",661,22,Unknown,https://www.anime-planet.com/characters/yoshiharu-sagara,683.0,
6100,6101,Mikuru KATSUHARA,Micchon,Female,Brown,3.719,16.527,Unknown,Unknown,Unknown,"Hackers, Shy",659,24,"Cousin of Kazuomi, Micchon is shy and incredibly skilled with computers. She's responsible for having built Eden of the East's most valuable resource, and is a trusted member of the group.",https://www.anime-planet.com/characters/mikuru-katsuhara,683.0,
2434,2434,Mio KITAHARA,Unknown,Female,Brown,3.683,20.36,Unknown,Unknown,Unknown,"Hair Ribbons, High School Students, Teenagers",665,18,Unknown,https://www.anime-planet.com/characters/mio-kitahara,683.0,
6696,6697,Chouza AKIMICHI,Unknown,Male,Red,4.969,2.569,Unknown,Unknown,Unknown,"Adults, Headbands, Ninja",486,197,Unknown,https://www.anime-planet.com/characters/chouza-akimichi,683.0,20.0
9551,9552,Goemon ISHIKAWA XIII,Unknown,Male,Black,3.64,27.362,Unknown,Unknown,Unknown,"Adults, Historical Figures, Samurai, Thieves",672,11,"Goemon is the thirteenth in the long line of Ishikawa samurai. Despite joining Lupin in his various criminal escapades, he has a strong sense of honour and justice, and he often strives to become a true samurai. He has a quiet and more reserved nature than the rest of the Lupin gang, and he sees his comrade’s antics as a chance to train and improve his skill, rather than an opportunity to make a quick buck. He wields the Zantetsuken katana that is known to be one of the greatest known swords with the ability to cut through anything, which when mixed with his lighting quick skills, makes for a lethal combination.",https://www.anime-planet.com/characters/goemon-ishikawa-xiii,683.0,1412.0
3131,3131,Jamil,Unknown,Male,Black,18.584,669.0,Unknown,Unknown,Unknown,"Headbands, Sadistic, Wealthy, Big Ego",88,595,Unknown,https://www.anime-planet.com/characters/jamil,683.0,14513.0
8004,8005,Suzuka DAIRENJI,Unknown,Female,Blonde,3.984,7.669,Unknown,Unknown,Unknown,"Pigtails, Onmyouji, Gothic Lolita, Hair Drills",617,65,Unknown,https://www.anime-planet.com/characters/suzuka-dairenji,682.0,16011.0
12037,12039,Natsumi KOIZUMI,Unknown,Female,Brown,19.115,666.0,Unknown,Unknown,Unknown,"High School Students, Teenagers",84,598,Unknown,https://www.anime-planet.com/characters/natsumi-koizumi,682.0,2476.0
1355,1355,Cecile LAFITTE,Unknown,Female,Brown,4.366,4.277,Brown,Unknown,Unknown,"Glasses, Headbands, Teachers",561,121,Unknown,https://www.anime-planet.com/characters/cecile,682.0,8425.0
8856,8857,Reina IZUMI,Unknown,Female,Black,3.735,16.383,Blue,Unknown,Unknown,"Wealthy, Teenagers, Rapunzel Hair, Magic Users, High School Students, Big Eaters",657,25,Unknown,https://www.anime-planet.com/characters/reina-izumi,682.0,
13785,13787,Mayuko NISE,Unknown,Female,Blonde,3.757,15.107,Green,Unknown,Unknown,"High School Students, Moles, Ponytail, Teenagers",654,28,Unknown,https://www.anime-planet.com/characters/mayuko-nise,682.0,
11255,11257,Miaka YUKI,Unknown,Female,Brown,5.256,2.209,Brown,May 12,B,"Big Eaters, Broken Record, Hair Buns, Person in a Strange World, Teenagers",457,224,Unknown,https://www.anime-planet.com/characters/miaka-yuki,681.0,
7703,7704,Tsurara SHIRAYUKI,Unknown,Female,Grey,3.805,12.678,Unknown,Unknown,Unknown,"Adults, Youkai, Sweet Tooth, Yuki-onna, Hair Buns",646,35,Unknown,https://www.anime-planet.com/characters/tsurara-shirayuki,681.0,
7238,7239,Yuki SAKURAI,Yuki GIOH,Male,Orange,4.285,4.764,Unknown,Unknown,Unknown,"High School Students, Orphans, Teenagers",572,109,Unknown,https://www.anime-planet.com/characters/yuki-sakurai,681.0,
11169,11171,The Captain,Unknown,Male,White,4.246,5.027,Unknown,Unknown,Unknown,"Immortal, Military, Stoic, Werewolves",578,103,Unknown,https://www.anime-planet.com/characters/the-captain-hellsing-ova,681.0,11077.0
10482,10483,Ursula,Unknown,Female,Brown,3.655,27.43,Unknown,Unknown,Unknown,"Artists, Ponytail",670,11,Unknown,https://www.anime-planet.com/characters/ursula,681.0,
7270,7271,Shirakawa,Unknown,Female,Brown,6.358,1.494,Unknown,Unknown,Unknown,"Adults, Glasses, Ponytail",368,313,Unknown,https://www.anime-planet.com/characters/shirakawa,681.0,226.0
7064,7065,Canute,Unknown,Male,Blonde,4.368,4.354,Blue,0996,Unknown,"Capes, Historical Figures, Royalty, Shy",561,119,Unknown,https://www.anime-planet.com/characters/canute,680.0,37521.0
17439,17441,Ringo OGINOME,Unknown,Female,Brown,4.562,3.562,Brown,"March 20, 1995",Unknown,"Bossy, High School Students, Stalkers, Teenagers",535,145,Unknown,https://www.anime-planet.com/characters/ringo-oginome,680.0,
12956,12958,Nuriko,Unknown,Unknown,Purple,3.713,18.792,Unknown,March 10,Unknown,"Crossdressers, LGBT+, Moles, Warriors",660,20,Unknown,https://www.anime-planet.com/characters/nuriko,680.0,
8081,8082,Katsuie SHIBATA,Riku,Female,Brown,3.652,31.455,Unknown,Unknown,Unknown,"Military, Samurai, Historical Figures, Ponytail",671,9,Unknown,https://www.anime-planet.com/characters/katsuie-shibata,680.0,
12137,12139,Yuugo HACHIKEN,Kotowarenai Otoko,Male,Brown,3.67,25.063,Unknown,Unknown,Unknown,"Farmers, Glasses, High School Students, Teenagers",667,13,Unknown,https://www.anime-planet.com/characters/yuugo-hachiken,680.0,
24426,24428,Miyo SASAKI,Muge,Female,Brown,3.906,9.684,Unknown,Unknown,Unknown,"Middle School Students, Teenagers, Hyperactive",629,50,Unknown,https://www.anime-planet.com/characters/miyo-sasaki,679.0,
2500,2500,Benitsubasa,Red Sekirei,Female,Pink,5.288,2.196,Unknown,Unknown,Unknown,"Aliens, Genetically Engineered, Hot-Headed, Ponytail",454,225,Unknown,https://www.anime-planet.com/characters/benitsubasa,679.0,4063.0
10576,10577,Hiro SHISHIGAMI,Unknown,Male,Blue,5.282,2.215,Unknown,Unknown,Unknown,"High School Students, Cyborgs, Cruel, Terrorists",455,224,Unknown,https://www.anime-planet.com/characters/hiro-shishigami,679.0,
2518,2518,Ui NAKATSUGAWA,Uicchu,Female,Orange,4.027,7.261,Unknown,Unknown,Unknown,"Airheads, Big Eaters, Hair Ribbons, High School Students, Rosy Cheeks, Teenagers",610,69,Unknown,https://www.anime-planet.com/characters/ui-nakatsugawa,679.0,
9118,9119,Conny,48294,Female,Blonde,3.904,9.654,Unknown,Unknown,Unknown,"Pigtails, Orphans, Children, Tattoos",629,50,Unknown,https://www.anime-planet.com/characters/conny,679.0,
10865,10867,Mitsuki HAYASE,Unknown,Female,Blue,5.788,1.807,Unknown,Unknown,Unknown,Hair Antenna,410,268,Unknown,https://www.anime-planet.com/characters/mitsuki-hayase,678.0,281.0
5386,5386,Mira YURIZAKI,Unknown,Female,Multicolored,3.715,20.563,Unknown,Unknown,Unknown,"Amnesia, Exotic Eyes, Robots, Androids",660,18,Unknown,https://www.anime-planet.com/characters/mira-yurizaki,678.0,31163.0
4431,4431,Sakae JINNOUCHI,Unknown,Female,Grey,3.702,21.719,Unknown,Unknown,Unknown,"Elderly, Glasses",662,16,"Sakae rules the Jinnouchi clan with equal parts iron fist and boundless generosity. Despite her advanced age, she remains lively and keen, relying on her incredible intuition, steely gaze, and well-timed words of encouragement to steer her family through thick and thin. In her spare time, Sakae enjoys tending to her vegetable and morning glory gardens. In addition to her numerous grandchildren and great-grandchildren, Sakae has three children, Mariko , Mansaku and Mansuke , as well as Wabisuke , her adopted son.",https://www.anime-planet.com/characters/sakae-jinnouchi,678.0,5681.0
4882,4882,Gegetsuburi,Unknown,Male,Red,16.66,698.0,Unknown,Unknown,Unknown,"Big Eaters, Piercings",104,574,Unknown,https://www.anime-planet.com/characters/gegetsuburi,678.0,269.0
3718,3718,Natsu TANIMOTO,Unknown,Male,Blonde,4.016,7.432,Unknown,Unknown,Unknown,"Actors, High School Students, Teenagers",611,67,Unknown,https://www.anime-planet.com/characters/natsu-tanimoto,678.0,
4141,4141,Matsuri MIZUSAWA,Unknown,Female,Pink,6.697,1.388,Unknown,Unknown,Unknown,"Teenagers, Middle School Students, Manipulative, Lesbians, Headphones, LGBT+",346,332,Unknown,https://www.anime-planet.com/characters/matsuri-mizusawa,678.0,34382.0
7326,7327,King of the Night,Unknown,Male,Grey,6.988,1.318,Unknown,Unknown,Unknown,"Undead, Magic Users",329,349,Unknown,https://www.anime-planet.com/characters/king-of-the-night,678.0,
8929,8930,Solution Epsilon,Unknown,Female,Blonde,4.257,5.147,Unknown,Unknown,Unknown,"Artificial Intelligence (AI), Chokers, Hair Drills, Hair Ribbons, Maids, Monsters, Poison Users, Slimes",577,101,Unknown,https://www.anime-planet.com/characters/solution-epsilon,678.0,38472.0
16434,16436,Fred ABBERLINE,Unknown,Male,Brown,4.442,4.032,Blue,Unknown,Unknown,"Adults, Hats, Police",550,128,Unknown,https://www.anime-planet.com/characters/fred-abberline,678.0,
8145,8146,Yukikaze PANETTONE,Yuki,Female,Blonde,3.645,43.077,Unknown,Unknown,Unknown,"Youkai, Verbal Tic, Tails, Ninja, Kitsune, Deities, Animal Ears",672,5,Unknown,https://www.anime-planet.com/characters/yukikaze-panettone,677.0,10155.0
7138,7139,Raika ODA,Unknown,Female,Purple,3.743,17.776,Unknown,Unknown,Unknown,"University Students, Adults",655,22,Unknown,https://www.anime-planet.com/characters/raika-oda,677.0,
25833,25835,Youko NAKAJIMA,Unknown,Female,Red,3.889,10.189,Unknown,Unknown,Unknown,"Person in a Strange World, Sword Fighters, Teenagers",631,46,Unknown,https://www.anime-planet.com/characters/youko-nakajima,677.0,
8910,8911,Sachi KOMINE,Unknown,Female,Pink,3.775,16.801,Unknown,Unknown,Unknown,"Class Representatives, Headbands, High School Students, Teenagers",652,24,Unknown,https://www.anime-planet.com/characters/sachi-komine,676.0,
2454,2454,Nagisa AOI,Unknown,Female,Red,3.907,9.857,Unknown,Unknown,O,"High School Students, LGBT+, Ponytail, Teenagers, Transfer Students",628,48,Unknown,https://www.anime-planet.com/characters/nagisa-aoi,676.0,855.0
4736,4736,Tsutomu GOSHIKI,Unknown,Male,Black,3.994,8.131,Black,"August 22, 1996",Unknown,"Athletes, High School Students, Teenagers, Volleyball Players",615,61,Unknown,https://www.anime-planet.com/characters/tsutomu-goshiki,676.0,28891.0
9075,9076,Tooru TAKI,Unknown,Female,Brown,3.708,22.659,Black,May 15,O,"Animal Lovers, High School Students, Teenagers",661,15,Unknown,https://www.anime-planet.com/characters/tooru-taki,676.0,
7671,7672,Kiseki,Unknown,Male,Purple,4.275,5.071,Unknown,Unknown,Unknown,"Big Ego, Capes, Crowns, Fairies, Royalty",574,102,"Kiseki is a guardian character belonging to Tadase Hitori . He takes his position as king very seriously and lords it over all the other guardian characters - or his ""subjects"" both out of duty and out of pleasure. The only thing Kiseki displays more prominently than his ego is his crown.",https://www.anime-planet.com/characters/kiseki,676.0,2923.0
9108,9109,Touko FUJIWARA,Unknown,Female,Brown,3.678,29.335,Brown,Unknown,Unknown,"Adults, Hair Buns",666,10,Unknown,https://www.anime-planet.com/characters/touko-fujiwara,676.0,20651.0
5714,5715,Ichirou INUYASHIKI,Unknown,Male,Grey,3.817,13.679,Unknown,Unknown,Unknown,"Adults, Balding, Cyborgs, Glasses, Salaryman",644,32,Unknown,https://www.anime-planet.com/characters/ichirou-inuyashiki,676.0,
4214,4214,Bee,Unknown,Male,Grey,4.261,5.161,Unknown,Unknown,Unknown,"Animals, Dogs",576,100,Unknown,https://www.anime-planet.com/characters/bee,676.0,225.0
6165,6166,Risa HARADA,Unknown,Female,Brown,7.688,1.165,Unknown,Unknown,Unknown,"Middle School Students, Twins, Teenagers, Wealthy",292,384,Unknown,https://www.anime-planet.com/characters/risa-harada,676.0,61.0
9577,9578,Vulcan JOSEPH,Unknown,Male,Red,3.673,32.275,Unknown,Unknown,Unknown,"Animal Lovers, Engineers, Inventors, Mechanics, Tattoos",667,9,Unknown,https://www.anime-planet.com/characters/vulcan-joseph,676.0,
1396,1396,Mew,Unknown,Unknown,Pink,3.698,24.968,Unknown,Unknown,Unknown,"Pokemon, Psychic Powers, Tails",663,13,Unknown,https://www.anime-planet.com/characters/mew,676.0,20159.0
8891,8892,Yukana YAME,Unknown,Female,Blonde,3.747,19.259,Unknown,Unknown,Unknown,"High School Students, Teenagers, Ponytail, Gyaru",655,20,Unknown,https://www.anime-planet.com/characters/yukana-yame,675.0,
7104,7105,Somali,Unknown,Female,Black,3.667,37.467,Yellow,Unknown,Unknown,"Animal Hoods, Children, Travelers",668,7,Unknown,https://www.anime-planet.com/characters/somali,675.0,
2137,2137,Rebecca,Unknown,Female,Pink,4.337,4.692,Unknown,August 4,Unknown,"Armor, Capes, Scantily-clad, Sword Fighters, Teenagers",564,111,Unknown,https://www.anime-planet.com/characters/rebecca-one-piece,675.0,21.0
7112,7113,Jun'ichi TACHIBANA,Unknown,Male,Black,4.295,4.938,Unknown,Unknown,Unknown,"High School Students, Teenagers",570,105,Unknown,https://www.anime-planet.com/characters/junichi-tachibana,675.0,8676.0
4598,4598,Ken ICHIJOUJI,Unknown,Male,Black,4.017,7.732,Unknown,Unknown,Unknown,"Athletes, Monster Tamers, Soccer Players",611,64,Unknown,https://www.anime-planet.com/characters/ken-ichijouji,675.0,1313.0
5804,5805,Rintarou SUNA,Unknown,Male,Brown,3.685,30.638,Grey,"January 25, 1996",Unknown,"Athletes, Hair Antenna, High School Students, Teenagers, Volleyball Players",665,10,Unknown,https://www.anime-planet.com/characters/rintarou-suna,675.0,
10086,10087,Strength,Unknown,Female,White,3.937,9.45,Unknown,Unknown,Unknown,Unknown,624,51,Unknown,https://www.anime-planet.com/characters/strength,675.0,
2028,2028,Kirie KOJIMA,Unknown,Female,Brown,4.248,5.341,Unknown,Unknown,Unknown,"Tsundere, Hot-Headed, High School Students, Tomboys, Teenagers",578,97,"As Yukinari's childhood friend, it seems that Kirie harbours some romantic feelings for him, but she is too proud to admit it. As the focus of much of Fukuyama's perverted advances, she is quite happy to put him back into place with her fists. Although she can be hot headed, Kirie is a good friend and cares for those close to her.",https://www.anime-planet.com/characters/kirie-kojima,675.0,487.0
2420,2420,Fumino SERIZAWA,Sayaka,Female,Brown,4.007,7.833,Unknown,Unknown,Unknown,"Hair Ribbons, High School Students, Hot-Headed, Orphans, Part Time Employees, Snaggleteeth, Teenagers, Tsundere",612,63,Unknown,https://www.anime-planet.com/characters/fumino-serizawa,675.0,7590.0
4830,4830,Aki HAYAKAWA,Unknown,Male,Black,3.654,62.668,Unknown,Unknown,Unknown,"Piercings, Topknot",671,3,Unknown,https://www.anime-planet.com/characters/aki-hayakawa,674.0,44511.0
12998,13000,L-elf KARLSTEIN,One Man Army,Male,Grey,3.811,14.608,Unknown,Unknown,Unknown,"Analytical, Gunslingers, Manipulative, Mecha Pilots, Military, Stoic, Teenagers",645,29,Unknown,https://www.anime-planet.com/characters/l-elf-karlstein,674.0,
11127,11129,Kento MIURA,Unknown,Male,Blonde,5.621,1.973,Brown,February 6,A,"High School Students, Teenagers",425,249,Unknown,https://www.anime-planet.com/characters/kento-miura,674.0,
